,Id (Review),Review,Sentiment
6940,282535,"The DCFC did not ask for a credit card.  I had the card ready to go and followed the instructions on the screen, but it started charging without asking me to swipe the card.  So the charge was free.  I was expecting to pay at this charging station.",Positive
6941,282534,A1,positive
6942,282531,construction still on going. looks like it will take a while,Negative
6943,282530,"Made it 80 miles from home to beach with battery to spare both chargers are open, fortunately only parked state vehicles there to not block the Chargers with regular vehicles, 4 hr charge max but they said no one uses them so should be good! Right next to the bathroom, I can see my car from my spot",Positive
6944,282529,~19mph added @6.0kW,Positive
6945,282528,A really nice Inn and Restaurant.,Positive
6946,282521,"Alvin, assistant manager was very helpful, but didn't know if there was a Tesla Chademo adapter, and I don't have one. He could not find one, so I was unable to connect.  It is likely that the others with Teslas that have charged here already had a ChaDeMo adapter in their trunk. ",Negative
6947,282519,One side still out of order. ,Negative
6948,282518,evGo let us down yet again.,Negative
6949,282516,Thank you Howard County!!,Positive
6950,282515,Here on a Sunday. Free J1220 outside the gate. ,Positive
6951,282514,GREAT PLACE!!!!!!!666,Positive
6952,282508,"The fast charger wasnt working. I tried rebooting with the emergency stop multiple times but it always would say ""There is a malfunction (RS-232)""  The Level 2 charger worked fine so still got a charge, just had to wait longer.",Positive
6953,282501,DWP FTW!!!,Positive
6954,282500,"sunlight so bright that LED's would not show (or work?) on level 2. had to call nrg evgo, then it worked",Positive
6955,282496,Is this free? Requires charge point and has payment options. Anyone's input? Did not hookup. ,negative
6956,282493,Charger is behind a locked door.   However maintenance person happy to give access.  Contact dockside 29 office for access.  Charger is a sun country 60 amp. ,positive
6957,282490,Out of Order,Negative
6958,282482,works well. need to call nrg if not member. cost $2 for hour.,Positive
6959,282480,Two Free level 2 chargers working fine but dealer left a smog car on one of the slots. ,Positive
6960,282478,Apparently this charger isn't available 24/7. Sunday 1pm and its gated and locked.,Negative
6961,282475,"Pull up and plug in, 24/7",Positive
6962,282473,The first charger has been working in months.,Negative
6963,282472,stall 2B topped out only at 85 amps. moved to 1B and got 265 amps.,positive
6964,282471,stall 2B topped out only at 85 amps. moved to 1B and got 265 amps.,positive
6965,282466,Only 2 tesla's charging,positive
6966,282463,Temp error. Shut down handle hopefully it resets for next person,Negative
6967,282462,"Not quite able to charge at 40kW. Tops out at 30kW. If activating via app and using T-Mobile, be prepared to wait for 2-3 minutes as reception isn't that fast ",Negative
6968,282455,J1772 in use by a Volt. CHAdeMO unused. Typical. NRG does this everywhere even though the level 3 charger never is used cause of the high price.,positive
6969,282454,"Level 2s coned off, ""closed to public for testing""",Negative
6970,282453,Perhaps the Tesla owner blocking the station doesn't know he has a free supercharger network.,negative
6971,282448,Lovely day!,positive
6972,282445,J'ai d©j_ embarqu© partiellement sur un trottoir pour pouvoir brancher.  Possible que ce soit requis _ cet endroit.  Je dois l'utiliser aujourd'hui dimanche 2 ao_t.  Je vous reviens.,positive
6973,282442,"8 slots , 7 back in, 1A front in. 360 mph charge from 1A",Positive
6974,282439,Seal coating parking lot. Might be available again for tomorrow ,Negative
6975,282436,"une borne utilis©e et l'autre impossible de payer, donc arr_t de charge apr‘s deux minutes.",Negative
6976,282434,probl‘me avec reseauvert selon la dame au t©l©phone.,Negative
6977,282427,Station will be closed off for an hour starting 9:15 to install bumps in parking stall...,negative
6978,282426,Charger is at S end of mall around corner of cafe,positive
6979,282425,looks like it had no power to it right now,Negative
6980,282422,"5%-70% in just under 20 min, 28C out no charge temp errors.",Positive
6981,282421,Outlet is only turned on when dark outside since its controlled by outside lights. Make sure you turn off your theft alarm so it doesn't go off when sun comes up. ,positive
6982,282417,Still down,Negative
6983,282415,"Chademo still functional even tho handle is stapled off about 2/3 way up. However, the plug still clicks into the outlet with an application of moderate force. ",positive
6984,282414,"CCS Worked like a champ, after I called and had the system reinitialized. ",Positive
6985,282399,"One GE J1772 charger; a nearby deck has more.  No charge and no parking fee, at least this weekend.",positive
6986,282388,Still out of service,Negative
6987,282386,"CCS ok, but L2 wasn't working on 8/1/2015 6 PM. Trying a known good eVgo card from someone who just charged on CCS didn't work with L2, and calling eVgo couldn't make L2 work, either.",Negative
6988,282385,One space taken by non-charging leaf one more open ,Negative
6989,282381,$0.35 per kWh charge point card required.,negative
6990,282375,stopped charging after 30 minutes. switched nearby breaker off and on twice to reset the charger to continue charging,Negative
6991,282373,$0.04 per minute,negative
6992,282370,"Unit #2 on left screen did not respond to touch, otherwise operational.",Negative
6993,282369,12 MPH charge at 20 Amps.  Great restaurants and location.  Free - no card needed.,Positive
6994,282364,"I thought it was locked, but I simply had to pull firmly on the door to access plug. working great!",Positive
6995,282362,Was marked as public station. It isn't.,Negative
6996,282361,Great to have W. Lebanon on line !  Pushing 329mph loving it.  Facilities at Price Chopper next door.  Thank you Tesla!  Next Burlington!,Positive
6997,282359,charger not working,Negative
6998,282358,charger not working,Negative
6999,282357,free and available all hours,Positive
7000,282347,Charger still stuck and won't release. Reported to Chargepoint. ,Negative
7001,282344,First time here. Had to make a second try to get the plug to seat properly with this finicky handle.,negative
7002,282341,Limited to 4 hours (?) but that's ok for a Volt.,positive
7003,282339,Thanks. ,Positive
7004,282327,These charge point level 2 chargers are for employees only!  Visitors will not be allowed to charge.,Negative
7005,282319,"Ken, when NRG eVgo installed an identical setup in Brooklyn, it was available to public without membership card and free of charge for an introductory period. Similarly, Ugostations CHAdeMO chargers also had free introductory period for many months last year without membership card. That is not the same here, so I left a comment to warn others about this requirement so that they don't get stranded, if they think this is the same as Brooklyn and other places. Charger description here in Plugshare as of now, makes no mention of ""Membership Card Required"" nor cost. For options for comment have ""Could not charge"", which was my case. Have a nice day!",positive
7006,282318,"Spark EV gives me an error at this station. The charger says it's charging but my cars says ""unable to charge"". ",Negative
7007,282305,Whoever added this station forgot to add the type of chargers so I was shocked to see 2x ChaDeMo and a L2. I'll add pictures tomorrow but this is s great find!,Positive
7008,282302,rock solid,Positive
